,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
133,CBS,Thu May 17 00:00:00 +0000 2018,"Save the dates! The CBS Fall lineup is here, and we're welcoming six new shows in addition to returning hits. Which… https://t.co/f9PSQfpHL7",0.75,0.242,0.758,0.0,34
134,CBS,Wed May 16 22:56:24 +0000 2018,What happens when the friendliest guy in the Midwest moves his family next door to a not-so-friendly new LA neighbo… https://t.co/KtEoNE3deL,0.5574,0.159,0.841,0.0,35
135,CBS,Wed May 16 22:56:24 +0000 2018,"When @MurphyBrownCBS returns to the news world, things sure won't be what they used to be! The revival of the groun… https://t.co/jJcgyqyDxL",0.3802,0.11,0.89,0.0,36
136,CBS,Wed May 16 22:56:23 +0000 2018,"When decorated former Navy SEAL Thomas Magnum returns home to Hawaii, he embarks on a new mission: solving cases in… https://t.co/6n2MWY3c2f",0.34,0.112,0.888,0.0,37
137,CBS,Wed May 16 22:56:23 +0000 2018,The ordinary turns extraordinary for this suburban couple when an exuberant young pop star unexpectedly moves in wi… https://t.co/9xaAUSm5nm,0.5859,0.174,0.826,0.0,38
138,CBS,Wed May 16 22:56:23 +0000 2018,An outspoken atheist's life takes a surprising turn when he accepts a social media friend request from God! Watch w… https://t.co/EbVbL0SNDk,0.8398,0.4,0.6,0.0,39
139,CBS,Wed May 16 22:56:23 +0000 2018,"When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when n… https://t.co/LuSY0jXBf9",-0.4588,0.163,0.577,0.26,40
140,CBS,Wed May 16 22:56:22 +0000 2018,Meet the new shows coming to CBS this fall!,0.0,0.0,1.0,0.0,41
141,CBS,Wed May 16 21:46:07 +0000 2018,So much TV to love! ❤️ Be sure to follow the shows of the CBS 2018-2019 primetime lineup and stay up-to-date on the… https://t.co/lQwGtznj5i,0.7777,0.236,0.764,0.0,42
142,CBS,Wed May 16 18:05:27 +0000 2018,"Every mission leaves its mark. Join us in the final mission to avenge Echo Team's deaths, tonight at 9/8c during th… https://t.co/SlfprTVDgD",0.296,0.095,0.905,0.0,43
143,CBS,Wed May 16 13:52:57 +0000 2018,"Get ready for three new comedies, five new dramas and the return of the critically acclaimed @MurphyBrownCBS. Here'… https://t.co/alHwUTRFKh",0.6369,0.234,0.766,0.0,44
144,CBS,Wed May 16 13:24:14 +0000 2018,"RT @happytogether: When an international pop star moves into your house, life gets a little more interesting! @wayansjr, @AmberoniStevens a…",0.46,0.143,0.857,0.0,45
145,CBS,Wed May 16 13:23:26 +0000 2018,"RT @TheNeighborhood: You can’t pick your neighbors, but Calvin sure wishes he could! @CedEntertainer stars in the new comedy #TheNeighborho…",0.8122,0.33,0.67,0.0,46
146,CBS,Tue May 15 20:16:38 +0000 2018,Tonight's the night - Agent Dwayne Pride's fate will be revealed. Don't miss the special two-hour season finale of… https://t.co/52amkSiNcA,-0.2057,0.07,0.821,0.109,47
147,CBS,Mon May 14 20:59:11 +0000 2018,"Donuts down, hands up! Get ready for a dramatic turn on the finale of @SuperiorDonuts TONIGHT at 9/8c. 🍩https://t.co/f5VSqOlRYu",0.4199,0.141,0.859,0.0,48
148,CBS,Mon May 14 18:17:23 +0000 2018,"RT @MagnumPICBS: Thomas Magnum is back on the case! @jay_hernandez stars in #MagnumPI, coming to #CBS. https://t.co/R1aURqMawD",0.0,0.0,1.0,0.0,49
149,CBS,Mon May 14 18:16:12 +0000 2018,"RT @GodFriendedMe: You never know who's going to send you a friend request. #GodFriendedMe, the new drama series starring @hall_m_brandon a…",0.4939,0.144,0.856,0.0,50
150,CBS,Mon May 14 18:15:36 +0000 2018,RT @TheRedLineCBS: Three Chicago families’ lives converge in the wake of a mistaken shooting. From acclaimed producers @ava and @GBerlanti…,-0.3612,0.0,0.878,0.122,51
151,CBS,Mon May 14 18:15:08 +0000 2018,"RT @FamCBS: No family is perfect, especially this #FAM! @ninadobrev, @toneBell and @odessaadlon star in the new #CBS comedy #FAM. https://t…",0.6476,0.243,0.674,0.082,52
152,CBS,Mon May 14 18:14:46 +0000 2018,"RT @TheCodeCBS: Their code is honor, courage and commitment. They pursue military justice at home and abroad. #TheCode coming to #CBS. http…",0.9081,0.408,0.592,0.0,53
153,CBS,Mon May 14 18:14:22 +0000 2018,RT @FBICBS: Meet the FBI agents who are investigating the most dangerous cases threatening our nation. From Emmy Winner Dick Wolf and the t…,-0.762,0.111,0.586,0.303,54
154,CBS,Mon May 14 18:13:58 +0000 2018,RT @MurphyBrownCBS: The ground-breaking comedy returns. #MurphyBrown coming to #CBS. https://t.co/di8GXoVPjh,0.3612,0.2,0.8,0.0,55
155,CBS,Mon May 14 14:42:00 +0000 2018,RT @StrangeAngel: Play with fire. 🔥 #StrangeAngel launches June 14 on #CBSAllAccess. https://t.co/xiFSkVz1vB https://t.co/Aw3kGeHyj4,0.0,0.152,0.696,0.152,56
156,CBS,Sun May 13 13:16:14 +0000 2018,"Happy #MothersDay to the moms who comfort us, understand us, and keep us centered. We ❤️ you. https://t.co/4YDmZrTGIC",0.7351,0.279,0.721,0.0,57
157,CBS,Fri May 11 23:00:40 +0000 2018,The more the merrier! CBS has ordered five more shows that just might become your new favorites next season:… https://t.co/2g5OSj2xPu,0.7245,0.252,0.748,0.0,58
158,CBS,Fri May 11 20:55:08 +0000 2018,Thinking about the @BlueBloods_CBS season finale like… Don’t miss the surprising reveal TONIGHT at 10/9c. https://t.co/8ExkPFpnFj,0.128,0.119,0.791,0.09,59
159,CBS,Thu May 10 23:11:17 +0000 2018,"Double the @MomCBS, double the fun! Anyone else feel like they hit the jackpot with the back-to-back Season Finale… https://t.co/ebq8WJLKGf",0.7263,0.253,0.747,0.0,60
160,CBS,Thu May 10 19:24:10 +0000 2018,"2 suitors, 1 Meemaw and 1 Sheldon. You won’t want to miss the season finale of @YoungSheldon tonight at 8:30/7:30c. https://t.co/Hht2yRE7ly",-0.0772,0.069,0.847,0.085,61
161,CBS,Thu May 10 18:03:26 +0000 2018,Broadway's Biggest Night is around the corner! Who are you hoping to see? #TonyAwards2018 ✨ https://t.co/KLT8QCxWcK,0.4753,0.181,0.819,0.0,62
162,CBS,Thu May 10 15:30:40 +0000 2018,"The big day is finally here, and you’re invited. 👰 Make sure to tune in to the @bigbangtheory’s star-studded #ShAmy… https://t.co/la9E6tvQ5b",0.3182,0.108,0.892,0.0,63
163,CBS,Wed May 09 21:35:00 +0000 2018,"Before the #ShAmy wedding tomorrow, the @bigbangtheory stars &amp; special guests play a game of ""yay or nay"" with thes… https://t.co/ZpCM16qOyT",0.8176,0.333,0.667,0.0,64
164,CBS,Wed May 09 19:36:24 +0000 2018,Get ready for more laughs! Learn more about the two new comedies coming to CBS: https://t.co/cpT3fd2RH5 https://t.co/NGrcp803zW,0.8395,0.391,0.609,0.0,65
165,CBS,Tue May 08 22:26:55 +0000 2018,"Goodbyes are never easy.  After 15 seasons, don’t miss Abby’s final episode of @NCIS_CBS tonight at 8/7c.  https://t.co/GTGj2YRJA1",-0.4599,0.0,0.8,0.2,66
166,CBS,Tue May 08 19:55:32 +0000 2018,Will you be watching the @BullCBS Season 2 Finale tonight at 9/8c? RT if your answer is yes! https://t.co/OxnyEDVsKj,0.4574,0.15,0.85,0.0,67
167,CBS,Tue May 08 17:18:20 +0000 2018,RT @thegoodfight: Listening to #QueenBaranski read fan tweets is like poetry. 😍 Warning: this video will give you ALL the feels. ☺️❤️ #TheG…,0.34,0.183,0.725,0.092,68
168,CBS,Mon May 07 17:50:20 +0000 2018,"RT @KevinCanWaitCBS: Season 2 of #KevinCanWait comes to a close tonight, and @KevinJames and @LeahRemini have A LOT to say about it. https:…",0.0,0.0,1.0,0.0,69
169,CBS,Fri May 04 21:00:00 +0000 2018,Spend your Friday night with this dynamic duo! Tune in to the season finale of @MacGyverCBS at 8/7c on CBS and CBS… https://t.co/AfWUVo4GSu,0.5093,0.13,0.87,0.0,70
170,CBS,Fri May 04 18:42:12 +0000 2018,RT @undercover_cbs: Get ready for the series premiere of #CelebrityBoss in just seven days! How would you react if your favorite celebrity…,0.6996,0.225,0.775,0.0,71
171,CBS,Fri May 04 14:48:42 +0000 2018,The force is strong on the set of @bigbangtheory! #MayThe4thBeWithYou https://t.co/uYyXKtuVCM,0.5562,0.264,0.736,0.0,72
172,CBS,Wed May 02 19:04:01 +0000 2018,RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP,0.0,0.0,1.0,0.0,73
173,CBS,Tue May 01 23:10:50 +0000 2018,RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the…,0.0,0.0,1.0,0.0,74
174,CBS,Tue May 01 17:58:51 +0000 2018,"RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co…",0.0,0.0,1.0,0.0,75
175,CBS,Tue May 01 15:16:28 +0000 2018,"Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the… https://t.co/tCiNaLGIvq",0.8268,0.299,0.701,0.0,76
176,CBS,Mon Apr 30 22:54:18 +0000 2018,We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele… https://t.co/JfUFINmYGH,0.8777,0.373,0.627,0.0,77
177,CBS,Mon Apr 30 13:28:01 +0000 2018,RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck…,0.0,0.0,1.0,0.0,78
178,CBS,Mon Apr 30 02:22:08 +0000 2018,See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:… https://t.co/iJN1ssGPvZ,0.3818,0.14,0.86,0.0,79
179,CBS,Sun Apr 29 15:30:00 +0000 2018,The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat… https://t.co/xZhDSYnxL6,0.8356,0.33,0.67,0.0,80
180,CBS,Thu Apr 26 23:40:24 +0000 2018,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1… https://t.co/Deyn76ADT9,0.0,0.0,1.0,0.0,81
181,CBS,Wed Apr 25 21:48:49 +0000 2018,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI",0.75,0.313,0.687,0.0,82
182,CBS,Wed Apr 25 18:09:50 +0000 2018,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access… https://t.co/YCbHDK2r4b,0.5719,0.163,0.837,0.0,83
183,CBS,Wed Apr 25 16:55:33 +0000 2018,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin… https://t.co/xcBChnjEvH",0.6239,0.221,0.779,0.0,84
184,CBS,Mon Apr 23 21:03:22 +0000 2018,Who’s ready to see these moves? 🕺 Tune in to the @latelateshow’s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN,0.6696,0.244,0.756,0.0,85
185,CBS,Sun Apr 22 16:00:03 +0000 2018,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co… https://t.co/Q3Zj3EzuNs",0.4019,0.137,0.863,0.0,86
186,CBS,Fri Apr 20 22:00:01 +0000 2018,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b… https://t.co/fEAMUblPQ4,-0.4019,0.0,0.895,0.105,87
187,CBS,Fri Apr 20 17:34:37 +0000 2018,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,0.0,0.0,1.0,0.0,88
188,CBS,Thu Apr 19 20:00:00 +0000 2018,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,0.0,0.0,1.0,0.0,89
189,CBS,Thu Apr 19 19:00:02 +0000 2018,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",0.4877,0.174,0.826,0.0,90
190,CBS,Thu Apr 19 17:08:44 +0000 2018,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",0.4939,0.132,0.868,0.0,91
191,CBS,Wed Apr 18 21:00:01 +0000 2018,When you realize there are TWO episodes of @CrimMinds_CBS tonight! 👏 Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,0.4199,0.141,0.859,0.0,92
192,CBS,Wed Apr 18 18:57:45 +0000 2018,Giving you even more reasons to celebrate! 🎉 See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK,0.7688,0.294,0.706,0.0,93
193,CBS,Wed Apr 18 17:00:03 +0000 2018,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:… https://t.co/w0WRmpQ6fk",0.5994,0.196,0.804,0.0,94
194,CBS,Wed Apr 18 15:14:39 +0000 2018,RT @joshgroban: I AM SO HAPPY I COULD CRY BUT ITS MIDNIGHT IN JAPAN SO I WILL SLEEP BUT ‼️‼️‼️‼️👫🏆🎭😭🔜 #TonyAwards2018 https://t.co/NLss47K6…,0.0903,0.14,0.736,0.125,95
195,CBS,Wed Apr 18 15:10:34 +0000 2018,Broadway stars @SaraBareilles and @joshgroban will host @TheTonyAwards on June 10! Hear how these multi-talented ar… https://t.co/jy52FKd7t0,0.0,0.0,1.0,0.0,96
196,CBS,Tue Apr 17 00:26:33 +0000 2018,Can you believe it’s been 11 years since @taylorswift13’s first-ever performance at the #ACMawards?! Look back at t… https://t.co/QHSPuJLLFb,0.0,0.0,1.0,0.0,97
197,CBS,Mon Apr 16 23:00:02 +0000 2018,Waiting for the @ScorpionCBS season finale to start like… Tune in at 10/9c! https://t.co/peoDXtO707,0.0,0.0,1.0,0.0,98
198,CBS,Mon Apr 16 17:00:04 +0000 2018,Cast your vote! #ACMawards https://t.co/57ZN5gr6Y1,0.0,0.0,1.0,0.0,99
199,CBS,Mon Apr 16 16:02:49 +0000 2018,RT @CBSTweet: #CBSRatingsNews: #ACMawards Dominate on #CBS.  Over 12 million Total Viewers.  +11% year to year increase!  Biggest audience…,0.2714,0.123,0.806,0.071,100
200,CNN,Sun Jun 10 03:00:10 +0000 2018,"The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/RnTSl1biuW",0.0,0.0,1.0,0.0,1
201,CNN,Sun Jun 10 02:30:06 +0000 2018,"President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/SRmvcifksG",0.6486,0.238,0.762,0.0,2
202,CNN,Sun Jun 10 02:00:55 +0000 2018,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/LYZrSETumR,0.539,0.148,0.852,0.0,3
203,CNN,Sun Jun 10 01:39:24 +0000 2018,"RT @cnnbrk: After Trump reversed his position on a G7 statement, Sen. McCain said to US allies: ""Americans stand with you, even if our Pres…",0.0,0.0,1.0,0.0,4
204,CNN,Sun Jun 10 01:30:15 +0000 2018,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/FBT6PiNiuT,-0.6486,0.0,0.782,0.218,5
205,CNN,Sun Jun 10 01:00:00 +0000 2018,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/EFfFTW85e1",0.5859,0.153,0.847,0.0,6
206,CNN,Sun Jun 10 00:30:08 +0000 2018,"As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to cont… https://t.co/KyyWswuJUN",0.0,0.0,1.0,0.0,7
207,CNN,Sun Jun 10 00:03:12 +0000 2018,"President Trump calls Canadian Prime Minister Justin Trudeau ""very dishonest and weak,"" accusing him of making ""fal… https://t.co/fj0JucTrXy",-0.6901,0.0,0.738,0.262,8
208,CNN,Sun Jun 10 00:00:04 +0000 2018,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/luJqdfSzRj",0.6124,0.238,0.762,0.0,9
209,CNN,Sat Jun 09 23:30:13 +0000 2018,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/wYZnzHjRli,-0.5994,0.0,0.849,0.151,10
210,CNN,Sat Jun 09 23:00:05 +0000 2018,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/xEzj6dMTcl",-0.296,0.0,0.824,0.176,11
211,CNN,Sat Jun 09 22:58:33 +0000 2018,BREAKING: Justify wins the 150th running of the Belmont Stakes to win horse racing’s 13th Triple Crown https://t.co/TUE8Wwe8FS,0.8176,0.319,0.681,0.0,12
212,CNN,Sat Jun 09 22:30:05 +0000 2018,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/3nTj0nA5h9,0.765,0.329,0.526,0.145,13
213,CNN,Sat Jun 09 22:15:00 +0000 2018,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/8rub7aG2Ej",0.5859,0.223,0.703,0.074,14
214,CNN,Sat Jun 09 22:00:13 +0000 2018,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/YYJPIxu1zN,-0.6486,0.0,0.782,0.218,15
215,CNN,Sat Jun 09 21:53:00 +0000 2018,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/h96qLLu7qu",0.2732,0.1,0.9,0.0,16
216,CNN,Sat Jun 09 21:45:05 +0000 2018,"Danny Kirwan, a guitarist who appeared on five of Fleetwood Mac's albums, died in London on Friday, according to th… https://t.co/KUwHtJ6ins",-0.5574,0.0,0.841,0.159,17
217,CNN,Sat Jun 09 21:37:48 +0000 2018,JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump'… https://t.co/AiVDwmzMvV,-0.296,0.0,0.885,0.115,18
218,CNN,Sat Jun 09 21:10:05 +0000 2018,"Her rare skin condition keeps her indoors, but she braved the sun to walk at graduation https://t.co/ZkdCAXZwUE https://t.co/k6YeRZ6lI0",0.5927,0.185,0.815,0.0,19
219,CNN,Sat Jun 09 21:00:06 +0000 2018,An internal Census Bureau memo sent to Commerce Secretary Wilbur Ross warns that adding a citizenship question to t… https://t.co/0AZC4nYfN2,-0.1027,0.0,0.928,0.072,20
220,CNN,Sat Jun 09 20:50:07 +0000 2018,Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/3RxJpEMn3K,0.0,0.0,1.0,0.0,21
221,CNN,Sat Jun 09 20:40:09 +0000 2018,Syracuse University has suspended 15 members of a professional fraternity after they appeared in videos that the sc… https://t.co/X6Bs6DkczE,-0.4767,0.0,0.846,0.154,22
222,CNN,Sat Jun 09 20:30:08 +0000 2018,Porsche's first electric car will be called the Taycan https://t.co/Wxy5sh45nm https://t.co/3m7qXCcg2J,0.0,0.0,1.0,0.0,23
223,CNN,Sat Jun 09 20:20:24 +0000 2018,"There was nobody like Anthony Bourdain, and there was no show like #PartsUnknown. CNN pays tribute with a special n… https://t.co/9TgJMgP7Kc",0.6705,0.297,0.618,0.085,24
224,CNN,Sat Jun 09 20:10:07 +0000 2018,"President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/o0UsVXeClf",0.6486,0.238,0.762,0.0,25
225,CNN,Sat Jun 09 20:00:09 +0000 2018,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/c6kvYJ2vwn",0.0,0.0,1.0,0.0,26
226,CNN,Sat Jun 09 19:50:34 +0000 2018,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/9jM2GjrhxU,0.539,0.148,0.852,0.0,27
227,CNN,Sat Jun 09 19:40:00 +0000 2018,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/EOxmxM76Kk",0.5859,0.153,0.847,0.0,28
228,CNN,Sat Jun 09 19:30:00 +0000 2018,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/bZV351RYJz",0.3612,0.122,0.878,0.0,29
229,CNN,Sat Jun 09 19:20:09 +0000 2018,A man in Texas nearly died after the severed head of a rattlesnake bit him https://t.co/bqHnciUgf3 https://t.co/NmnJLHs3Hz,-0.7269,0.0,0.681,0.319,30
230,CNN,Sat Jun 09 19:17:02 +0000 2018,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/lzZyRpT9Co,-0.6486,0.0,0.782,0.218,31
231,CNN,Sat Jun 09 19:10:07 +0000 2018,"Authorities have found the remains of a woman killed by an alligator in Davie, Florida. The woman disappeared Frida… https://t.co/MlDdA6jk5h",-0.7506,0.0,0.726,0.274,32
232,CNN,Sat Jun 09 19:00:08 +0000 2018,The small (but not insignificant) ways Anthony Bourdain made a difference in the lives of some everyday people… https://t.co/TMK8f9nYfC,0.0,0.0,1.0,0.0,33
233,CNN,Sat Jun 09 18:50:01 +0000 2018,"In the history of horse racing, only 12 horses have ever won the fabled Triple Crown. But why is this trophy so dif… https://t.co/gDu0o6AgPX",0.5719,0.139,0.861,0.0,34
234,CNN,Sat Jun 09 18:40:00 +0000 2018,"President Trump, while making remarks at the G7 summit, says he has not spoken to Vladimir Putin in ""quite a while,… https://t.co/4qmAImsiL4",0.0,0.0,1.0,0.0,35
235,CNN,Sat Jun 09 18:30:14 +0000 2018,This computer can do more calculations per second than the world's population could do in a year… https://t.co/wqlDQvYF3L,0.0,0.0,1.0,0.0,36
236,CNN,Sat Jun 09 18:20:06 +0000 2018,"At the G7 meeting, President Trump called for an end to tariffs and scolded other countries for using the United St… https://t.co/KG7SFGii09",0.4215,0.118,0.882,0.0,37
237,CNN,Sat Jun 09 18:10:00 +0000 2018,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1CBVV https://t.co/8KbIHW3k74,0.4215,0.219,0.781,0.0,38
238,CNN,Sat Jun 09 18:00:06 +0000 2018,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/MD6vhMxOh8,0.765,0.329,0.526,0.145,39
239,CNN,Sat Jun 09 17:50:06 +0000 2018,"What is a tariff? Your trade questions, answered https://t.co/AIJVEEOzHM https://t.co/HT5UJDzzjl",0.0,0.0,1.0,0.0,40
240,CNN,Sat Jun 09 17:40:05 +0000 2018,A Sikh soldier wore a turban in Queen Elizabeth ll's official birthday parade https://t.co/LK0fihnFB2 https://t.co/142baFgcVA,0.0,0.0,1.0,0.0,41
241,CNN,Sat Jun 09 17:27:05 +0000 2018,A former diplomat at the Vatican Embassy in Washington has been indicted by a Vatican court for possession of child… https://t.co/CSRKlOzeg8,0.0,0.0,1.0,0.0,42
242,CNN,Sat Jun 09 17:18:43 +0000 2018,Simona Halep wins first grand slam title by beating Sloane Stephens at the French Open https://t.co/0tMJbvB40e https://t.co/s3YRroOgXu,0.2732,0.265,0.514,0.221,43
243,CNN,Sat Jun 09 16:59:35 +0000 2018,President Trump doubles down on his call for Russia to be readmitted into the G7 and blames former President Obama… https://t.co/3zkWB92wwY,-0.4019,0.0,0.881,0.119,44
244,CNN,Sat Jun 09 16:47:11 +0000 2018,The Trump administration's latest attack on Obamacare would gut protections for the sick https://t.co/ikBcCkGeAT https://t.co/ehXI4vF0vc,-0.7506,0.0,0.67,0.33,45
245,CNN,Sat Jun 09 16:36:04 +0000 2018,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/Zuo9XcYf9a,-0.5994,0.0,0.849,0.151,46
246,CNN,Sat Jun 09 16:26:06 +0000 2018,"Anthony Bourdain's fans turned the restaurant where he shot to fame as a chef into a memorial, leaving roses and no… https://t.co/5fg9y1cERL",0.4404,0.132,0.868,0.0,47
247,CNN,Sat Jun 09 16:14:06 +0000 2018,"Hall of Fame trainer Bob Baffert, who is looking to make history with a win today at the Belmont Stakes, compares h… https://t.co/sUsVNh98tA",0.7717,0.251,0.749,0.0,48
248,CNN,Sat Jun 09 16:00:03 +0000 2018,"The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/H1ILtBxF1W",0.0,0.0,1.0,0.0,49
249,CNN,Sat Jun 09 15:50:29 +0000 2018,Illinois Republicans in Congress are making an urgent plea to President Trump: Don't let Rod Blagojevich off the ho… https://t.co/L4UPCaV1kD,0.2023,0.087,0.913,0.0,50
250,CNN,Sat Jun 09 15:38:05 +0000 2018,Former Trump campaign chairman Paul Manafort and his attorneys struck back at special counsel Robert Mueller's char… https://t.co/m4eIhVUiWL,0.1779,0.13,0.773,0.097,51
251,CNN,Sat Jun 09 15:27:34 +0000 2018,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/7vTbQ8M6D8",-0.296,0.0,0.824,0.176,52
252,CNN,Sat Jun 09 15:13:56 +0000 2018,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/UkiwKzYsxC",0.0,0.0,1.0,0.0,53
253,CNN,Sat Jun 09 14:57:06 +0000 2018,Republicans haven't won statewide in Virginia since 2009. Tuesday's Senate primary shows why:… https://t.co/xkWpPfkUCE,-0.4585,0.0,0.813,0.187,54
254,CNN,Sat Jun 09 14:43:08 +0000 2018,President Trump says he thinks he’ll know “within the first minute” if North Korea is serious about peace… https://t.co/kRdFefn4fN,-0.0772,0.0,0.933,0.067,55
255,CNN,Sat Jun 09 14:36:51 +0000 2018,"RT @CNNPolitics: Trump: ""I think it would be asset to have Russia back in. I think it would be good for the world. I think it would be good…",0.6597,0.178,0.822,0.0,56
256,CNN,Sat Jun 09 14:30:03 +0000 2018,"""Consumer Financial Protection Bureau acting director Mick Mulvaney has ousted a committed group of experts who vol… https://t.co/l36frkFEtw",0.2732,0.116,0.884,0.0,57
257,CNN,Sat Jun 09 14:24:10 +0000 2018,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/D0Fi57k3zj,0.539,0.148,0.852,0.0,58
258,CNN,Sat Jun 09 14:20:07 +0000 2018,Things don't look good for Dodge and Chrysler https://t.co/twYdKzCpZ4 https://t.co/9aKZvGnuQG,-0.3412,0.0,0.789,0.211,59
259,CNN,Sat Jun 09 14:18:20 +0000 2018,"President Trump: Trade was ""at the top of the list"" at G7 discussions because ""the United States has been taken adv… https://t.co/u6247HzPsj",0.5574,0.187,0.813,0.0,60
260,CNN,Sat Jun 09 14:16:21 +0000 2018,President Trump is speaking at the G7 before heading to Singapore for the summit with Kim Jong Un. Watch live on CN… https://t.co/dNYLQOvVEk,0.0,0.0,1.0,0.0,61
261,CNN,Sat Jun 09 14:09:49 +0000 2018,President Trump is planning to depart the G7 ahead of climate change talks https://t.co/bfFqMKTIrg https://t.co/6PkzSs4guA,0.0,0.0,1.0,0.0,62
262,CNN,Sat Jun 09 14:01:04 +0000 2018,Former President Obama says he’ll always remember the meal he shared with Anthony Bourdain in Vietnam: “He taught u… https://t.co/XI67jcoy55,0.34,0.112,0.888,0.0,63
263,CNN,Sat Jun 09 13:46:07 +0000 2018,President Trump's tariffs on steel and aluminum threaten America's booming RV industry https://t.co/FxOEFN6Sx2 https://t.co/zpDj0uGxRI,-0.3818,0.0,0.833,0.167,64
264,CNN,Sat Jun 09 13:31:03 +0000 2018,"What is a tariff? Your trade questions, answered https://t.co/8Fylq20zXj https://t.co/pSfQJhAnZR",0.0,0.0,1.0,0.0,65
